chunk_id,title,source,page_content
11,Inception,https://en.wikipedia.org/wiki/Inception,"Inception is a 2010  science fiction heist film written and directed by Christopher Nolan, who also produced it with his wife Emma Thomas. The film stars Leonardo DiCaprio as a professional thief who steals information by infiltrating his targets' subconscious. He is offered a chance to have his criminal history erased as payment for implanting an idea into a target's subconscious. The ensemble cast includes Ken Watanabe, Joseph Gordon-Levitt, Marion Cotillard, Elliot Page,[a] Tom Hardy,"
12,Inception,https://en.wikipedia.org/wiki/Inception,"Marion Cotillard, Elliot Page,[a] Tom Hardy, Cillian Murphy, Tom Berenger, Dileep Rao, and Michael Caine."
13,Inception,https://en.wikipedia.org/wiki/Inception,"After the completion of Insomnia in 2002, Nolan presented to Warner Bros. a written 80-page treatment for a horror film envisioning ""dream stealers"", based on lucid dreaming. Deciding he needed more experience before tackling a production of this magnitude and complexity, Nolan shelved the project and instead worked on Batman Begins (2005), The Prestige (2006), and The Dark Knight (2008). The treatment was revised over six months and was purchased by Warner Bros. in February 2009. Inception was"
14,Inception,https://en.wikipedia.org/wiki/Inception,"by Warner Bros. in February 2009. Inception was filmed in six countries, beginning in Tokyo on June 19 and ending in Canada on November 22. Its official budget was US$160 million, split between Warner Bros. and Legendary. Nolan's reputation and success with The Dark Knight helped secure the film's $100 million in advertising expenditure."
15,Inception,https://en.wikipedia.org/wiki/Inception,"Inception's premiere was held in London on July 8, 2010; it was released in both conventional and IMAX theaters beginning on July 16, 2010. Inception grossed $839 million worldwide, becoming the fourth-highest-grossing film of 2010. Considered one of the best films of the 2010s,[5][6] Inception, among its numerous accolades, won four Oscars (Best Cinematography, Best Sound Editing, Best Sound Mixing, Best Visual Effects) and was nominated for four more (Best Picture, Best Original Screenplay,"
16,Inception,https://en.wikipedia.org/wiki/Inception,"more (Best Picture, Best Original Screenplay, Best Art Direction, Best Original Score) at the 83rd Academy Awards. In 2025, the Library of Congress selected Inception for preservation in the United States National Film Registry for being ""culturally, historically or aesthetically significant""."
17,Inception,https://en.wikipedia.org/wiki/Inception,Plot[edit]
18,Inception,https://en.wikipedia.org/wiki/Inception,"Dom Cobb and Arthur are professional thieves who perform corporate espionage using experimental dream-sharing technology to infiltrate their targets' subconscious and extract information. Their latest target Saito is impressed with Cobb's ability to layer multiple dreams within each other. He offers to hire Cobb for the ostensibly impossible job of performing ""inception"": implanting Robert Fischer, the son of Saito's competitor Maurice Fischer, with the idea to dissolve his father's"
19,Inception,https://en.wikipedia.org/wiki/Inception,"Fischer, with the idea to dissolve his father's conglomerate. In return, Saito promises to clear Cobb's criminal status, allowing him to return home to his children."
20,Inception,https://en.wikipedia.org/wiki/Inception,"Cobb accepts the offer and recruits a forger named Eames, a chemist named Yusuf, and an architecture student named Ariadne. They devise a three-level dream structure in order for Robert to accept the implanted idea as his own. Ariadne is tasked with designing the architecture for all three levels, something Cobb himself cannot do for fear of being sabotaged by his mind's projection of his late wife Mal. Due to time dilation with reality, time runs slower with each descending layer, with the"
21,Inception,https://en.wikipedia.org/wiki/Inception,"runs slower with each descending layer, with the dreamer on each staying behind to perform a music-synchronized ""kick"" that simultaneously awakens dreamers on all three levels."
22,Inception,https://en.wikipedia.org/wiki/Inception,"Once Maurice Fischer dies, Saito buys the airline for Robert's commercial flight to America. The team sedates Robert into the first level, a raining city dreamt by Yusuf. They successfully abduct Robert, but discover that he is trained to anticipate such a scenario and has subconscious defensive projections; these projections attack, severely wounding Saito. Cobb reveals that while dying in a dream usually awakens dreamers, Yusuf's sedatives will instead send them into ""Limbo"", a world of raw"
23,Inception,https://en.wikipedia.org/wiki/Inception,"instead send them into ""Limbo"", a world of raw subconscious and extreme time dilation that is indistinguishable from reality. Eames impersonates Robert's godfather Peter Browning to introduce the idea of an alternate will to dissolve the company."
24,Inception,https://en.wikipedia.org/wiki/Inception,"Cobb explains to Ariadne that he and Mal entered Limbo while experimenting with dream-sharing, experiencing fifty years in one night. After waking up, Mal still believed she was dreaming. Attempting to wake up, she committed suicide and framed Cobb for her murder to force him to do the same. Cobb fled the U.S., leaving his children behind."
25,Inception,https://en.wikipedia.org/wiki/Inception,"Yusuf drives the team around the first level as they are sedated into the second level, a hotel dreamed by Arthur. Cobb persuades Robert that Browning has kidnapped him to stop the dissolution and that Cobb is a defensive projection. He leads Robert to the third level, an alpine fortress dreamt by Eames, as a ruse to enter Robert's subconscious."
26,Inception,https://en.wikipedia.org/wiki/Inception,"In the third level, the team infiltrates the fortress with a projection of Maurice inside, where the inception itself can be performed. However, Yusuf performs his kick too soon by driving off a bridge, forcing Arthur and Eames to improvise a new set of kicks synchronized with them hitting the water by rigging an elevator and the fortress, respectively, with explosives. Mal then appears and kills Robert before he can be subjected to the inception; he and Saito are subsequently lost in Limbo,"
27,Inception,https://en.wikipedia.org/wiki/Inception,"he and Saito are subsequently lost in Limbo, forcing Cobb and Ariadne to rescue them in time for Robert's inception and Eames's kick. Cobb reveals that during their time in Limbo, Mal refused to return to reality; Cobb had to convince her it was only a dream, accidentally incepting in her the belief that the real world was still a dream. Cobb makes peace with his part in Mal's death. Ariadne kills Mal's projection and wakes Robert up with a kick."
28,Inception,https://en.wikipedia.org/wiki/Inception,"Revived into the third level, Robert discovers the planted idea: his dying father telling him to create something for himself. While Cobb searches for Saito in Limbo, the others ride the synced kicks back to reality. Cobb finds an aged Saito and reminds him of their agreement. The dreamers all awaken on the plane, and Saito makes a phone call. Arriving in Los Angeles, Cobb passes the immigration checkpoint, and his father-in-law accompanies him to his home. Cobb uses a top that spins"
29,Inception,https://en.wikipedia.org/wiki/Inception,"him to his home. Cobb uses a top that spins indefinitely in a dream to verify that he is in the real world, but joins his children before he can observe the result."
30,Inception,https://en.wikipedia.org/wiki/Inception,"Cast[edit]
The cast at a premiere for the film in July 2010. From left to right: Cillian Murphy, Marion Cotillard, Joseph Gordon-Levitt, Elliot Page, Ken Watanabe, Michael Caine, and Leonardo DiCaprio"
31,Inception,https://en.wikipedia.org/wiki/Inception,"Leonardo DiCaprio as Dom Cobb, a professional thief who specializes in conning secrets from his victims by infiltrating their dreams. DiCaprio was the first actor to be cast in the film.[7] Brad Pitt and Will Smith were the first two choices and were offered the role, according to The Hollywood Reporter.[8] Smith turned it down because he didn't understand it.[9] Cobb's role is compared to ""the haunted widower in a Gothic romance"".[10]"
32,Inception,https://en.wikipedia.org/wiki/Inception,"Ken Watanabe as Saito, a Japanese businessman who employs Cobb for the team's mission. Nolan wrote the role with Watanabe in mind, as he wanted to work with him again after Batman Begins.[11]: 10  Inception is Watanabe's first work in a contemporary setting where his primary language is English. Watanabe tried to emphasize a different characteristic of Saito in every dream level: ""First chapter in my castle, I pick up some hidden feelings of the cycle. It's magical, powerful and then the first"
33,Inception,https://en.wikipedia.org/wiki/Inception,"cycle. It's magical, powerful and then the first dream. And back to the second chapter, in the old hotel, I pick up [being] sharp and more calm and smart and it's a little bit [of a] different process to make up the character of any movie"".[12]"
34,Inception,https://en.wikipedia.org/wiki/Inception,"Joseph Gordon-Levitt as Arthur, Cobb's partner who manages and researches the missions. Gordon-Levitt compared Arthur to the producer of Cobb's art, ""the one saying, 'Okay, you have your vision; now I'm going to figure out how to make all the nuts and bolts work so you can do your thing'"".[11]: 7  The actor did all but one of his stunt scenes and said the preparation ""was a challenge and it would have to be for it to look real"".[13] James Franco was in talks with Christopher Nolan to play"
35,Inception,https://en.wikipedia.org/wiki/Inception,"was in talks with Christopher Nolan to play Arthur, but was ultimately unavailable due to scheduling conflicts.[14]"
36,Inception,https://en.wikipedia.org/wiki/Inception,"Marion Cotillard as Mal, Cobb's deceased wife. She is a manifestation of Cobb's guilt about the real cause of Mal's suicide. He is unable to control these projections of her, challenging his abilities as an extractor.[15] Nolan described Mal as ""the essence of the femme fatale,"" and DiCaprio praised Cotillard's performance, saying that ""she can be strong and vulnerable and hopeful and heartbreaking all in the same moment, which was perfect for all the contradictions of her character"".[11] Kate"
37,Inception,https://en.wikipedia.org/wiki/Inception,"the contradictions of her character"".[11] Kate Winslet was offered the role but turned it down as she couldn't see herself in the role.[16]"
38,Inception,https://en.wikipedia.org/wiki/Inception,"Elliot Page[a] as Ariadne, a graduate student of architecture who is recruited to construct the various dreamscapes, which are described as mazes. The name Ariadne alludes to a princess of Greek myth, daughter of King Minos, who aided the hero Theseus by giving him a sword and a ball of string to help him navigate the labyrinth which was the prison of the Minotaur. Nolan said that Page was chosen for being a ""perfect combination of freshness and savvy and maturity"" not common in people that"
39,Inception,https://en.wikipedia.org/wiki/Inception,"and savvy and maturity"" not common in people that age.[11]: 8  Page said their character acts as a proxy to the audience, as ""she's just learning about these ideas and, in essence, assists the audience in learning about dream sharing"".[17] The role was written with Evan Rachel Wood in mind, but she turned it down.[18] Emily Blunt, Rachel McAdams, Taylor Swift, Emma Roberts, Jessy Schram, and Carey Mulligan were also considered before it went to Page.[18]"
40,Inception,https://en.wikipedia.org/wiki/Inception,"Tom Hardy as Eames, a sharp-tongued associate of Cobb. He is referred to as a fence but his specialty is forgery, more accurately identity theft. Eames uses his ability to impersonate others inside the dream world in order to manipulate Fischer. Hardy described his character as ""an old, Graham Greene-type diplomat; sort of faded, shabby, grandeur—the old Shakespeare lovey mixed with somebody from Her Majesty's Special Forces"", who wears ""campy, old money"" costumes.[19]"
41,Inception,https://en.wikipedia.org/wiki/Inception,"Cillian Murphy as Robert Fischer, the heir to a business empire and the team's target.[11]: 10  Murphy said Fischer was portrayed as ""a petulant child who's in need of a lot of attention from his father, he has everything he could ever want materially, but he's deeply lacking emotionally"". The actor also researched the sons of Rupert Murdoch, ""to add to that the idea of living in the shadow of someone so immensely powerful"".[20]"
42,Inception,https://en.wikipedia.org/wiki/Inception,"Tom Berenger as Peter Browning, Robert Fischer's godfather and fellow executive at the Fischers' company.[21] Berenger said Browning acts as a ""surrogate father"" to Fischer, who calls the character ""Uncle Peter"", and emphasized that ""Browning has been with [Robert] his whole life and has probably spent more quality time with him than his own father"".[11]: 11"
43,Inception,https://en.wikipedia.org/wiki/Inception,"Michael Caine as Stephen Miles, Cobb's mentor and father-in-law,[11]: 11  and Ariadne's college professor who recommends her to the team.[22]"
44,Inception,https://en.wikipedia.org/wiki/Inception,"Dileep Rao as Yusuf. Rao describes Yusuf as ""an avant-garde pharmacologist, who is a resource for people, like Cobb, who want to do this work unsupervised, unregistered and unapproved of by anyone"". Co-producer Jordan Goldberg said the role of the chemist was ""particularly tough because you don't want him to seem like some kind of drug dealer"", and that Rao was cast for being ""funny, interesting and obviously smart"".[11]: 11"
45,Inception,https://en.wikipedia.org/wiki/Inception,"Lukas Haas as Nash, an architect in Cobb's employment who betrays the team and is later replaced by Ariadne.[23]
Talulah Riley as a woman, credited as ""Blonde"", whom Eames disguises himself as in a dream. Riley liked the role, despite it being minimal: ""I get to wear a nice dress, pick up men in bars, and shove them in elevators. It was good to do something adultish. Usually I play 15-year-old English schoolgirls.""[24]"
46,Inception,https://en.wikipedia.org/wiki/Inception,"Pete Postlethwaite as Maurice Fischer, Robert Fischer's father and the dying founder of a business empire.
Production[edit]
Development[edit]
Emma Thomas and Christopher Nolan answer questions about Inception. The husband-and-wife team produced the film through their company Syncopy. Nolan also wrote and directed it."
47,Inception,https://en.wikipedia.org/wiki/Inception,"Initially, Christopher Nolan wrote an 80-page treatment about dream-stealers.[25] Nolan had originally envisioned Inception as a horror film,[25] but eventually wrote it as a heist film even though he found that ""traditionally [they] are very deliberately superficial in emotional terms.""[26] Upon revisiting his script, he decided that basing it in that genre did not work because the story ""relies so heavily on the idea of the interior state, the idea of dream and memory. I realized I needed to"
48,Inception,https://en.wikipedia.org/wiki/Inception,"idea of dream and memory. I realized I needed to raise the emotional stakes.""[26]"
49,Inception,https://en.wikipedia.org/wiki/Inception,"Nolan worked on the script for nine to ten years.[7] When he first started thinking about making the film, Nolan was influenced by ""that era of movies where you had The Matrix (1999), you had Dark City (1998), you had The Thirteenth Floor (1999) and, to a certain extent, you had Memento (2000), too. They were based in the principles that the world around you might not be real.""[26][27]"
50,Inception,https://en.wikipedia.org/wiki/Inception,"Nolan first pitched the film to Warner Bros. in 2001, but decided that he needed more experience making large-scale films and embarked on Batman Begins (2005) and The Dark Knight (2008).[28] He soon realized that a film like Inception needed a large budget because ""as soon as you're talking about dreams, the potential of the human mind is infinite. And so the scale of the film has to feel infinite. It has to feel like you could go anywhere by the end of the film. And it has to work on a massive"
51,Inception,https://en.wikipedia.org/wiki/Inception,"end of the film. And it has to work on a massive scale.""[28] After making The Dark Knight, Nolan decided to make Inception and spent six months completing the script.[28] Nolan said that the key to completing the script was wondering what would happen if several people shared the same dream. ""Once you remove the privacy, you've created an infinite number of alternative universes in which people can meaningfully interact, with validity, with weight, with dramatic consequences.""[29]"
52,Inception,https://en.wikipedia.org/wiki/Inception,"Nolan had been trying to work with Leonardo DiCaprio for years and met him several times, but was unable to recruit him for any of his films until Inception.[15] DiCaprio finally agreed because he was ""intrigued by this concept—this dream-heist notion and how this character's going to unlock his dreamworld and ultimately affect his real life.""[30]: 93–94  He read the script and found it to be ""very well written, comprehensive but you really had to have Chris in person, to try to articulate some"
53,Inception,https://en.wikipedia.org/wiki/Inception,"have Chris in person, to try to articulate some of the things that have been swirling around his head for the last eight years.""[28] DiCaprio and Nolan spent months talking about the screenplay. Nolan took a long time re-writing the script in order ""to make sure that the emotional journey of his [DiCaprio's] character was the driving force of the movie.""[7] On February 11, 2009, it was announced that Warner Bros. purchased Inception, a spec script written by Nolan.[31]"
54,Inception,https://en.wikipedia.org/wiki/Inception,"Locations and sets [edit]
Principal photography began in Tokyo on June 19, 2009, with the scene in which Saito first hires Cobb during a helicopter flight over the city.[25][11]: 13 
Excerpt of the scene, visualizing the rotation of full 360 degrees in a gravity effect while in a hotel scene dreamed by Arthur"
55,Inception,https://en.wikipedia.org/wiki/Inception,"The production moved to the United Kingdom and shot in a converted airship hangar in Cardington, Bedfordshire, north of London.[11]: 14  There, the hotel bar set which tilted 30 degrees was built.[32]: 29  A hotel corridor was also constructed by Guy Hendrix Dyas, the production designer, Chris Corbould, the special effects supervisor, and Wally Pfister, the director of photography; it rotated a full 360 degrees to create the effect of alternate directions of gravity for scenes set during the"
56,Inception,https://en.wikipedia.org/wiki/Inception,"directions of gravity for scenes set during the second level of dreaming, where dream-sector physics become chaotic. The idea was inspired by a technique used in Stanley Kubrick's 2001: A Space Odyssey (1968). Nolan said, ""I was interested in taking those ideas, techniques, and philosophies and applying them to an action scenario"".[32]: 32  The filmmakers originally planned to make the hallway only 40 feet (12 m) long, but as the action sequence became more elaborate, the hallway's length was"
57,Inception,https://en.wikipedia.org/wiki/Inception,"became more elaborate, the hallway's length was increased to 100 ft (30 m). The corridor was suspended along eight large concentric rings that were spaced equidistantly outside its walls and powered by two massive electric motors.[11]: 14"
58,Inception,https://en.wikipedia.org/wiki/Inception,"Joseph Gordon-Levitt, who plays Arthur, spent several weeks learning to fight in a corridor that spun like ""a giant hamster wheel"".[26] Nolan said of the device, ""It was like some incredible torture device; we thrashed Joseph for weeks, but in the end we looked at the footage, and it looks unlike anything any of us has seen before. The rhythm of it is unique, and when you watch it, even if you know how it was done, it confuses your perceptions. It's unsettling in a wonderful way"".[26]"
59,Inception,https://en.wikipedia.org/wiki/Inception,"It's unsettling in a wonderful way"".[26] Gordon-Levitt remembered, ""it was six-day weeks of just, like, coming home at night battered ... The light fixtures on the ceiling are coming around on the floor, and you have to choose the right time to cross through them, and if you don't, you're going to fall.""[33] On July 15, 2009, filming took place at University College London for the sequences occurring inside a Paris college of architecture in the story,[25] including the library, Flaxman Gallery"
60,Inception,https://en.wikipedia.org/wiki/Inception,"story,[25] including the library, Flaxman Gallery and Gustave Tuck Theatre.[34]"
61,Inception,https://en.wikipedia.org/wiki/Inception,"Filming moved to France, where they shot Cobb entering the college of architecture (the place used for the entrance was the Musée Galliera) and the pivotal scenes between Ariadne and Cobb, in a bistro (a fictional one set up at the corner of Rue César Franck and Rue Bouchut), and lastly on the Bir-Hakeim bridge.[11]: 17  For the explosion that takes place during the bistro scene, local authorities would not allow the use of real explosives. High-pressure nitrogen was used to create the effect"
62,Inception,https://en.wikipedia.org/wiki/Inception,"nitrogen was used to create the effect of a series of explosions. Pfister used six high-speed cameras to capture the sequence from different angles and make sure that they got the shot. The visual effects department enhanced the sequence, adding more destruction and flying debris. For the ""Paris folding"" sequence and when Ariadne ""creates"" the bridges, green screen and CGI were used on location.[11]: 17"
63,Inception,https://en.wikipedia.org/wiki/Inception,"Tangier, Morocco, doubled as Mombasa, where Cobb hires Eames and Yusuf. A foot chase was shot in the streets and alleyways of the historic medina quarter.[11]: 18  To capture this sequence, Pfister employed a mix of hand-held camera and steadicam work.[11]: 19  Tangier was also used as the setting for filming an important riot scene during the initial foray into Saito's mind."
64,Inception,https://en.wikipedia.org/wiki/Inception,"Filming moved to the Los Angeles area, where some sets were built on a Warner Bros. sound stage, including the interior rooms of Saito's Japanese castle (the exterior was done on a small set built in Malibu Beach). The dining room was inspired by the historic Nijō Castle, built around 1603. These sets were inspired by a mix of Japanese architecture and Western influences.[11]: 19"
65,Inception,https://en.wikipedia.org/wiki/Inception,"The production staged a multi-vehicle car chase on the streets of downtown Los Angeles, which involved a freight train crashing down the middle of a street.[11]: 20  To do this, the filmmakers configured a train engine on the chassis of a tractor trailer. The replica was made from fiberglass molds taken from authentic train parts and matched in terms of color and design.[11]: 21  Also, the car chase was supposed to be set in the midst of a downpour, but the L.A. weather stayed typically sunny."
66,Inception,https://en.wikipedia.org/wiki/Inception,"but the L.A. weather stayed typically sunny. The filmmakers set up elaborate effects (e.g., rooftop water cannons) to give the audience the impression that the weather was overcast and soggy. L.A. was also the site of the climactic scene where a Ford Econoline van runs off the Schuyler Heim Bridge in slow motion.[35] This sequence was filmed on and off for months, with the van being shot out of a cannon, according to actor Dileep Rao. Capturing the actors suspended within the van in slow motion"
67,Inception,https://en.wikipedia.org/wiki/Inception,actors suspended within the van in slow motion took a whole day to film.
68,Inception,https://en.wikipedia.org/wiki/Inception,"Once the van landed in the water, the challenge for the actors was to avoid panic. ""And when they ask you to act, it's a bit of an ask,"" explained Cillian Murphy.[35] The actors had to be underwater for four to five minutes while drawing air from scuba tanks; underwater buddy breathing is shown in this sequence.[35]"
69,Inception,https://en.wikipedia.org/wiki/Inception,"The final phase of principal photography took place in Alberta in late November 2009. The location manager discovered a temporarily closed ski resort, Fortress Mountain.[11]: 22  An elaborate set was assembled near the top station of the Canadian chairlift, taking three months to build.[30]: 93  The production had to wait for a huge snowstorm, which eventually arrived.[25] The ski-chase sequence was inspired by Nolan's favorite James Bond film, On Her Majesty's Secret Service (1969): ""What I"
70,Inception,https://en.wikipedia.org/wiki/Inception,"On Her Majesty's Secret Service (1969): ""What I liked about it that we've tried to emulate in this film is there's a tremendous balance in that movie of action and scale and romanticism and tragedy and emotion.""[30]: 91"
71,Inception,https://en.wikipedia.org/wiki/Inception,Cinematography[edit]
72,Inception,https://en.wikipedia.org/wiki/Inception,"The film was shot primarily in the anamorphic format on 35 mm film, with key sequences filmed on 65 mm, and aerial sequences in VistaVision. Nolan did not shoot any footage with IMAX cameras as he had with The Dark Knight. ""We didn't feel that we were going to be able to shoot in IMAX because of the size of the cameras because this film, given that it deals with a potentially surreal area, the nature of dreams and so forth, I wanted it to be as realistic as possible. Not be bound by the scale"
73,Inception,https://en.wikipedia.org/wiki/Inception,"realistic as possible. Not be bound by the scale of those IMAX cameras, even though I love the format dearly"".[7] In addition Nolan and Pfister tested using Showscan and Super Dimension 70 as potential large-format, high-frame-rate camera systems to use for the film, but ultimately decided against either format.[32]: 29"
74,Inception,https://en.wikipedia.org/wiki/Inception,"Sequences in slow motion were filmed on a Photo-Sonics 35 mm camera at speeds of up to 1,000 frames per second. Wally Pfister tested shooting some of these sequences using a high speed digital camera, but found the format to be too unreliable due to technical glitches. ""Out of six times that we shot on the digital format, we only had one usable piece and it didn't end up in the film. Out of the six times we shot with the Photo-Sonics camera and 35 mm running through it, every single shot was in"
75,Inception,https://en.wikipedia.org/wiki/Inception,"mm running through it, every single shot was in the movie.""[36]"
76,Inception,https://en.wikipedia.org/wiki/Inception,"Nolan also chose not to shoot any of the film in 3D as he prefers shooting on film[7] using prime lenses, which is not possible with 3D cameras.[37] Nolan has also criticized the dim image that 3D projection produces, and disputes that traditional film does not allow realistic depth perception, saying ""I think it's a misnomer to call it 3D versus 2D. The whole point of cinematic imagery is it's three dimensional... You know 95% of our depth cues come from occlusion, resolution, color and so"
77,Inception,https://en.wikipedia.org/wiki/Inception,"come from occlusion, resolution, color and so forth, so the idea of calling a 2D movie a '2D movie' is a little misleading.""[38] Nolan did test converting Inception into 3D in post-production but decided that, while it was possible, he lacked the time to complete the conversion to a standard he was happy with.[25][38] In February 2011 Jonathan Liebesman suggested that Warner Bros. were attempting a 3D conversion for Blu-ray release.[39]"
78,Inception,https://en.wikipedia.org/wiki/Inception,"Wally Pfister gave each location and dream level a distinctive look to aid the audience's recognition of the narrative's location during the heavily crosscut portion of the film: the mountain fortress appears sterile and cool, the hotel hallways have warm hues, and the scenes in the van are more neutral.[32]: 35–36"
79,Inception,https://en.wikipedia.org/wiki/Inception,"Nolan has said that the film ""deals with levels of reality, and perceptions of reality which is something I'm very interested in. It's an action film set in a contemporary world, but with a slight science-fiction bent to it"", while also describing it as ""very much an ensemble film structured somewhat as a heist movie. It's an action adventure that spans the globe"".[40]
Visual effects[edit]"
80,Inception,https://en.wikipedia.org/wiki/Inception,"For dream sequences in Inception, Nolan used little CGI, preferring practical effects whenever possible. Nolan said, ""It's always very important to me to do as much as possible in-camera, and then, if necessary, computer graphics are very useful to build on or enhance what you have achieved physically.""[11]: 12  To this end, visual effects supervisor Paul Franklin built miniatures of the mountain fortress set and then blew it up for the film. For the fight scene that takes place in zero"
81,Inception,https://en.wikipedia.org/wiki/Inception,"For the fight scene that takes place in zero gravity, he used CGI-based effects to ""subtly bend elements like physics, space and time.""[41]"
82,Inception,https://en.wikipedia.org/wiki/Inception,"The most challenging effect was the ""Limbo"" city level at the end of the film, because it continually developed during production. Franklin had artists build concepts while Nolan expressed his ideal vision: ""Something glacial, with clear modernist architecture, but with chunks of it breaking off into the sea like icebergs"".[41] Franklin and his team ended up with ""something that looked like an iceberg version of Gotham City with water running through it.""[41] They created a basic model of a"
83,Inception,https://en.wikipedia.org/wiki/Inception,"through it.""[41] They created a basic model of a glacier and then designers created a program that added elements like roads, intersections and ravines until they had a complex, yet organic-looking, cityscape. For the Paris-folding sequence, Franklin had artists producing concept sketches and then they created rough computer animations to give them an idea of what the sequence looked like while in motion. Later during principal photography, Nolan was able to direct DiCaprio and Page based on"
84,Inception,https://en.wikipedia.org/wiki/Inception,"was able to direct DiCaprio and Page based on this rough computer animation that Franklin had created. Inception had nearly 500 visual effects shots (in comparison, Batman Begins had approximately 620), which is relatively few in comparison to contemporary effects-heavy films, which can have as many as 2,000 visual effects shots.[41]"
85,Inception,https://en.wikipedia.org/wiki/Inception,"Music[edit]
Main article: Inception: Music from the Motion Picture
The score for Inception was composed and arranged by Hans Zimmer,[21] who described his work as ""a very electronic,[42] dense score"",[43] filled with ""nostalgia and sadness"" to match Cobb's feelings throughout the film.[44] The music was written simultaneously to filming,[43] and features a guitar sound reminiscent of Ennio Morricone, played by Johnny Marr, former guitarist of the Smiths."
86,Inception,https://en.wikipedia.org/wiki/Inception,"Édith Piaf's ""Non, je ne regrette rien"" (""No, I Regret Nothing"") appears throughout the film, used to accurately time the dreams, and Zimmer reworked pieces of the song into cues of the score.[44]"
87,Inception,https://en.wikipedia.org/wiki/Inception,"A soundtrack album was released on July 11, 2010, by Reprise Records.[45] The majority of the score was also included in high resolution 5.1 surround sound on the second disc of the two-disc Blu-ray release.[46] Hans Zimmer's music was nominated for an Academy Award in the Best Original Score category in 2011, losing to Trent Reznor and Atticus Ross of The Social Network.[47]
Themes[edit]
Reality and dreams[edit]"
